0	8.07321	10.8	5.6	1.27785	0
1	7.64643	11.7	0	2.0199	0.187291
2	7.67143	12.3	0	2.64958	0.306584
3	7.72321	12.3	2.9	2.14086	0.420408
4	8.43929	16.6	3.2	2.39246	0.51308
5	7.79821	16.6	0	2.88435	0.587291
6	7.59464	19.7	0	3.69213	0.684044
7	7.73393	19.7	0	4.31788	0.705935
8	8.18214	19.7	0	4.70745	0.777826
9	7.50893	19.7	0	4.95325	0.758624
10	7.23036	19.7	0	5.98589	0.7897
11	7.9625	19.7	0	6.0505	0.812799
12	8.3	25.8	0	6.59038	0.822818
13	8.57143	32.5	0	7.97831	0.844246
14	9.21428	32.5	0	9.01263	0.847957
15	12.3482	32.5	0	10.3773	0.831167
16	8.69643	32.5	0	9.16648	0.868643
17	9.02678	32.5	0	10.1491	0.872818
18	9.25714	36.5	0	10.0766	0.886732
19	9.64107	36.5	0	10.5409	0.885433
20	12.6161	42.2	0	12.265	0.902133
21	15.3946	42.2	0	12.7082	0.885528
22	18.6143	42.2	0	11.9205	0.876345
23	19.6339	48.1	0	11.3838	0.868832
24	20.5464	48.1	0	11.4341	0.861318
25	20.8875	91	0	14.9867	0.854359
26	24.0036	110.8	0	23.0851	0.849998
27	25.1643	111.8	0	24.5325	0.857327
28	30.4054	111.8	0	29.3426	0.83998
29	27.9518	111.8	0	23.3092	0.85575
30	30.5911	111.8	0	26.8627	0.864655
31	33.725	111.8	0	26.3901	0.85677
32	30.5786	111.8	0	28.3768	0.878385
33	27.7875	111.8	0	27.2421	0.863264
34	22.0786	111.8	0	25.4574	0.842112
35	19.6696	111.8	0	27.2448	0.852316
36	23.3268	111.8	0	28.7972	0.852501
37	26.2018	111.8	0	30.9155	0.879592
38	35.225	111.8	0	35.516	0.838032
39	31.0607	111.8	0	30.4541	0.85909
40	31.6768	111.8	0	33.5915	0.861132
41	32.4357	111.8	0	36.5336	0.846475
42	36.1929	111.8	0	37.8072	0.835712
43	34.1607	111.8	0	38.6759	0.850463
44	43.6429	111.8	0	39.7086	0.823746
45	48.8911	111.8	0	42.3503	0.804174
46	48.3732	111.8	0	42.1729	0.800092
47	49.025	111.8	0	41.943	0.7692
48	69.2893	113.3	0	41.0807	0.690072
49	71.1786	113.3	0	37.2304	0.676993
50	71.4732	113.4	0	40.7818	0.680889
51	74.2447	113.4	0	39.9935	0.671891
52	72.3428	113.4	0	35.9056	0.692947
53	77.575	113.4	0	36.0338	0.697772
54	72.1411	113.4	0	42.1185	0.729591
55	81.2946	113.4	4	37.9119	0.715954
56	87.6411	113.4	0	35.0408	0.678571
57	87.1964	113.4	0	35.9836	0.670221
58	81.6303	113.4	0	38.0546	0.683115
59	88.9393	113.4	2.3	28.9532	0.645641
60	86.4536	114	2.1	35.0277	0.659183
61	91.3928	114	5.8	30.8339	0.659555
62	95.2375	114.8	5.6	24.9556	0.670593
63	86.9839	114.8	0	36.214	0.686641
64	96.5429	118	8.8	27.8831	0.671057
65	99.8982	118	12.6	21.6441	0.672913
66	97.5911	118	8.5	25.0854	0.682747
67	95.0643	118	7.7	28.4268	0.699537
68	92	118	4.6	30.8366	0.709648
69	93.8964	118	7.2	27.5119	0.710018
70	92.0304	118	4.9	33.2504	0.706679
71	98.8607	118	0	26.7567	0.674492
72	102.305	118	0	21.4768	0.674585
73	97.0018	118	9.5	29.9724	0.705011
74	94.425	118	0	31.4031	0.695084
75	91.2732	118	3.6	32.7627	0.717347
76	91.9196	118	3	33.9576	0.701391
77	96.6232	118	8.9	30.0765	0.699259
78	91.0089	118	8.6	34.4633	0.71475
79	86.2304	118	8.7	38.8392	0.72625
80	90.5089	118	6.5	35.1321	0.721519
81	89.3857	118	0	35.3301	0.707328
82	87.3107	120.7	6	36.4537	0.707048
83	88.5821	120.7	0	37.1574	0.709738
84	82.925	120.7	0	41.0204	0.71215
85	93.5982	120.7	6.7	33.3457	0.678756
86	97.9268	120.7	9.8	28.1081	0.661966
87	93.5625	120.7	8.6	31.3449	0.683951
88	101.468	120.7	8.4	23.231	0.657514
89	91.4322	120.7	6.2	33.1037	0.712059
90	92.4071	120.7	6.3	31.3521	0.712523
91	92.5982	120.7	13.8	30.496	0.716234
92	89.3036	120.7	6.8	33.7917	0.725694
93	91.2161	120.7	8.2	32.0694	0.710946
94	88.9339	120.7	4.6	34.8854	0.714099
95	78.5322	120.7	3.2	41.7621	0.735712
96	83.5214	120.7	6.3	41.1616	0.721519
97	84.4822	120.7	5.4	40.259	0.727271
98	94.2821	120.7	3.5	35.2001	0.707606
99	96.275	120.7	9.6	30.3737	0.726716
100	100.161	120.7	5.6	27.2232	0.69694
